sample_idx,formula,reference_native:terminal_status,reference_native:terminal_verified,reference_native:official_hull_status,reference_native:e_above_hull_eV_atom,reference_native:strict_stable,reference_native:meta_stable,reference_native:strict_sun,reference_native:meta_sun,reference_native:verified_strict_sun,reference_native:verified_meta_sun,reference_tau:terminal_status,reference_tau:terminal_verified,reference_tau:official_hull_status,reference_tau:e_above_hull_eV_atom,reference_tau:strict_stable,reference_tau:meta_stable,reference_tau:strict_sun,reference_tau:meta_sun,reference_tau:verified_strict_sun,reference_tau:verified_meta_sun,k4_native:terminal_status,k4_native:terminal_verified,k4_native:official_hull_status,k4_native:e_above_hull_eV_atom,k4_native:strict_stable,k4_native:meta_stable,k4_native:strict_sun,k4_native:meta_sun,k4_native:verified_strict_sun,k4_native:verified_meta_sun,k4_tau:terminal_status,k4_tau:terminal_verified,k4_tau:official_hull_status,k4_tau:e_above_hull_eV_atom,k4_tau:strict_stable,k4_tau:meta_stable,k4_tau:strict_sun,k4_tau:meta_sun,k4_tau:verified_strict_sun,k4_tau:verified_meta_sun,k8_native:terminal_status,k8_native:terminal_verified,k8_native:official_hull_status,k8_native:e_above_hull_eV_atom,k8_native:strict_stable,k8_native:meta_stable,k8_native:strict_sun,k8_native:meta_sun,k8_native:verified_strict_sun,k8_native:verified_meta_sun,k8_tau:terminal_status,k8_tau:terminal_verified,k8_tau:official_hull_status,k8_tau:e_above_hull_eV_atom,k8_tau:strict_stable,k8_tau:meta_stable,k8_tau:strict_sun,k8_tau:meta_sun,k8_tau:verified_strict_sun,k8_tau:verified_meta_sun
242,Fe6Zr6,invalid_terminal,False,known,7.40674030875293,False,False,False,False,False,False,not_converged,False,known,0.054447294226562803,False,True,False,True,False,False,invalid_terminal,False,known,5.961811185828125,False,False,False,False,False,False,verified,True,known,0.05422699545947296,False,True,False,True,False,True,invalid_terminal,False,known,6.640061975470459,False,False,False,False,False,False,verified,True,known,0.05422127341357452,False,True,False,True,False,True
243,C4Mg2Cr4,not_converged,False,known,0.3708285550949597,False,False,False,False,False,False,not_converged,False,known,0.22455971049046752,False,False,False,False,False,False,not_converged,False,known,0.42797796534276245,False,False,False,False,False,False,not_converged,False,known,0.2880448560593152,False,False,False,False,False,False,not_converged,False,known,0.35403148936009643,False,False,False,False,False,False,not_converged,False,known,0.14744417475438354,False,False,False,False,False,False
244,OF11V3Ba2,invalid_terminal,False,known,0.6598295221851957,False,False,False,False,False,False,not_converged,False,known,0.06966009240614301,False,True,False,True,False,False,not_converged,False,known,0.0928663263844145,False,True,False,True,False,False,not_converged,False,known,0.07718792062269575,False,True,False,True,False,False,invalid_terminal,False,known,0.5501731882618559,False,False,False,False,False,False,not_converged,False,known,0.062381650023330515,False,True,False,True,False,False
245,In6Yb2,verified,True,official_cache_unresolved,,False,False,False,False,False,False,verified,True,official_cache_unresolved,,False,False,False,False,False,False,verified,True,official_cache_unresolved,,False,False,False,False,False,False,verified,True,official_cache_unresolved,,False,False,False,False,False,False,verified,True,official_cache_unresolved,,False,False,False,False,False,False,verified,True,official_cache_unresolved,,False,False,False,False,False,False
246,Co6Ge6Tm,invalid_terminal,False,known,2.7283197437875124,False,False,False,False,False,False,verified,True,known,0.09091697088407003,False,True,False,True,False,True,invalid_terminal,False,known,2.9199658428780886,False,False,False,False,False,False,not_converged,False,known,0.11979518285916768,False,False,False,False,False,False,invalid_terminal,False,known,2.3059447800271364,False,False,False,False,False,False,not_converged,False,known,0.0009673630349489315,False,True,False,True,False,False
247,Li4S8Cu2Er2,not_converged,False,known,0.1397549074202482,False,False,False,False,False,False,verified,True,known,0.1491547983199064,False,False,False,False,False,False,relaxation_energy_increased,False,known,11.044464246562093,False,False,False,False,False,False,not_converged,False,known,0.14499677830037516,False,False,False,False,False,False,verified,True,known,0.1549354951888029,False,False,False,False,False,False,verified,True,known,0.12938846760091227,False,False,False,False,False,False
248,S8Fe4Cu2,verified,True,known,0.26323529607142593,False,False,False,False,False,False,not_converged,False,known,0.21532317525233413,False,False,False,False,False,False,not_converged,False,known,0.2998554361471095,False,False,False,False,False,False,not_converged,False,known,0.09784528142298843,False,True,False,True,False,False,verified,True,known,0.24253150349940444,False,False,False,False,False,False,not_converged,False,known,0.09783765202845718,False,True,False,True,False,False
249,Li2C10N4,invalid_terminal,False,known,0.9776036587939423,False,False,False,False,False,False,verified,True,known,0.7372157422290009,False,False,False,False,False,False,not_converged,False,known,0.7725207654223603,False,False,False,False,False,False,not_converged,False,known,0.981901392100827,False,False,False,False,False,False,not_converged,False,known,1.6092831937060517,False,False,False,False,False,False,not_converged,False,known,0.9558646527514618,False,False,False,False,False,False
250,Ba6Pt2,not_converged,False,known,7.690079935241699,False,False,False,False,False,False,verified,True,known,-0.06884597952270521,True,True,True,True,True,True,verified,True,known,-0.04358147795104994,True,True,True,True,True,True,verified,True,known,-0.08118199522399916,True,True,True,True,True,True,verified,True,known,-0.07886099035644545,True,True,True,True,True,True,verified,True,known,-0.07228039915466322,True,True,True,True,True,True
251,C2Si6La8,not_converged,False,known,6.124291263806965,False,False,False,False,False,False,verified,True,known,0.16248878120198462,False,False,False,False,False,False,invalid_terminal,False,known,6.603945099103596,False,False,False,False,False,False,verified,True,known,0.2540105211617014,False,False,False,False,False,False,not_converged,False,known,5.624675594556477,False,False,False,False,False,False,not_converged,False,known,0.2539957392097971,False,False,False,False,False,False
252,Zn2PdHo,verified,True,known,0.025041723787948555,False,True,False,True,False,True,not_converged,False,known,0.04699411445872492,False,True,False,True,False,False,not_converged,False,known,0.023173952639266915,False,True,False,True,False,False,verified,True,known,0.050983334124252266,False,True,False,True,False,True,verified,True,known,0.025041485369369454,False,True,False,True,False,True,not_converged,False,known,0.046993160784408516,False,True,False,True,False,False
253,CaPd2Yb,not_converged,False,official_cache_unresolved,,False,False,False,False,False,False,not_converged,False,official_cache_unresolved,,False,False,False,False,False,False,not_converged,False,official_cache_unresolved,,False,False,False,False,False,False,not_converged,False,official_cache_unresolved,,False,False,False,False,False,False,not_converged,False,official_cache_unresolved,,False,False,False,False,False,False,not_converged,False,official_cache_unresolved,,False,False,False,False,False,False
254,O12V4Tl4,invalid_terminal,False,known,1.5274406003982275,False,False,False,False,False,False,not_converged,False,known,0.0438147115737646,False,True,False,True,False,False,not_converged,False,known,0.0427160787612646,False,True,False,True,False,False,not_converged,False,known,0.047044806483432566,False,True,False,True,False,False,invalid_terminal,False,known,3.028873972895786,False,False,False,False,False,False,not_converged,False,known,0.041553072932407176,False,True,False,True,False,False
255,Pd2Sb6Nd2,invalid_terminal,False,known,5.154308572518067,False,False,False,False,False,False,verified,True,known,-0.004661783469481762,True,True,True,True,True,True,not_converged,False,known,0.0009668023459479258,False,True,False,True,False,False,not_converged,False,known,-0.05379794527368098,True,True,True,True,False,False,verified,True,known,-0.005659326804442699,True,True,True,True,True,True,not_converged,False,known,-0.00808404375390559,True,True,True,True,False,False
