split,records,positive_pairs,known_node_rate,seen_edge_rate,auc,positive_mean,negative_mean
validation_all,8164,27076,0.999797094391689,0.9446003841040036,0.6405547414225179,0.9293566161283349,0.24816209002473968
validation_formula_disjoint,6995,23539,0.9997649713265019,0.9362759675432262,0.6316340778991009,0.8937226386353895,0.2536582242460562
