split,state_id,composition_id,sample_idx,plan_ordinal,milestone,intervention_position,num_atoms,branches,known_returns,direct_valid,known_actions,action_energy_mean,action_energy_std,action_energy_range,cross_continuation_spearman,cross_pair_agreements,cross_pair_comparisons,oxide,sulfide,n13_20
train,6e32d79fa23d7e57a0296e69e022660efe0d24e86cc3cb2ff2321a12985794f1,34:2|56:1,171,103,0.8,30,6,8,8,8,8,-4.6417030692100525,0.03314303570104444,0.09238958358764648,,0,0,False,False,False
train,6e9dfa6c340b2907966d72f1b13b02d1108d61077cc954d0441cdb086a2a77ca,9:6|40:1|55:2,182,111,0.6,37,9,8,8,8,8,-6.093883037567139,0.02568280201175593,0.052075862884521484,,0,0,False,False,False
train,6fc2a659cf4c3b7270e1dfd69fca36bd5376430de5bcfe0d5573fe9c29e126ea,9:6|40:1|55:2,182,111,0.8,30,9,8,8,8,8,-6.119340717792511,0.0003315030033989273,0.0009732246398925781,,0,0,False,False,False
train,6ff40503d764c836be072627879d813d1a96d738c9d7820de7ae4d4ea73abb6d,3:2|12:1|17:4,92,49,0.6,41,14,8,8,8,8,-3.9680773317813873,0.01559116084467974,0.038168907165527344,,0,0,False,False,True
train,72cd7e45254ba76b44aad870ce86c3c5afc4de6e46052c485d73f0e438ae46a2,58:1|76:1|77:1,10,1,0.6,21,6,8,8,8,8,-9.170899868011475,0.00043451509684140415,0.0013427734375,,0,0,False,False,False
train,75c53b87906583f04f5ffdf6ac401abe5101463e9a1f00f467cd4f75dc6cfe59,41:1|44:3,23,8,0.6,25,8,8,8,8,8,-9.62463665008545,0.029841228312700415,0.06771087646484375,,0,0,False,False,False
train,766d0d98bb7b9402b70f2437d7c3872cd0d2fa97dbe2ccc98eec783b25e71fd8,3:3|33:1,19,6,0.6,21,8,8,8,8,8,-3.2661471366882324,0.0026342294869983853,0.00635838508605957,,0,0,False,False,False
train,778bd774e96797dfaa5cc806b560ec7dbc9cda8c89f1dbfc66aa0e83bea88e3a,8:2|55:1|57:1,120,70,0.8,22,8,8,8,8,8,-6.707286477088928,0.09575166557572834,0.26096677780151367,,0,0,True,False,False
train,77a95a1f7389785ca9aa950e3da47a0385ea7496c802fd9955e4adc2dedf1291,59:3|80:1,24,9,0.6,17,4,8,8,8,8,-3.847197711467743,5.566895132852493e-06,1.4066696166992188e-05,,0,0,False,False,False
train,77b0d97841891b61256eef2cde3dc6db52f70538482d98b06e03ceb845f37057,47:3|70:1,74,39,0.8,14,4,8,8,8,8,-2.7964442372322083,1.0098194923975809e-05,2.7179718017578125e-05,,0,0,False,False,False
train,78362460034b06a0286f4215d387e54e0dd86fe85e9c2754c731432b1673cc63,34:1|35:6|82:4,178,108,0.8,18,11,8,8,8,8,-3.70110222697258,0.00901847486961845,0.027970075607299805,,0,0,False,False,False
train,78c7343f46574fbd800670bc11817e7b64d433899018da717fc16235d8514873,1:2|6:1|8:5|13:1|19:1,69,35,0.6,81,20,8,8,8,8,-6.653407514095306,0.04730701650648767,0.15470647811889648,,0,0,True,False,True
train,78f92b061a8a97705354e384a16a3df7f7e2eb1ea027f7331e577707fafa4bcd,59:3|80:1,24,9,0.8,14,4,8,8,8,8,-3.838637351989746,0.0032888047302209347,0.009952545166015625,,0,0,False,False,False
train,79c93839c569d555650268b95fa284cfe02c12840efa11a018399e81d8972b5d,40:1|51:5|59:3,96,53,0.8,22,18,8,8,8,8,-5.843294858932495,0.032341182402776426,0.10926294326782227,,0,0,False,False,True
train,79e769c9fc0046b0bc837497a33799b187aed9cb7db7cb50d0ed20bfedc5b41c,8:7|29:2|38:2|59:1|81:1,93,50,0.6,57,13,8,8,8,8,-6.244202136993408,0.04705497453048879,0.15151405334472656,,0,0,True,False,True
train,7b6848c8ff2a7093e946e1e76f0fe1b7662293ba3098741cb581bc82fdbbc6f7,8:1|11:3|17:1,180,110,0.6,13,5,8,8,8,8,-3.792709857225418,0.039008907257738513,0.09194111824035645,,0,0,True,False,False
train,7b85bae5864623f0d49f4e7f14a1fc58d488362c09df41ddcbb1137ac060287a,48:1|80:3,126,72,0.6,33,8,8,8,8,8,-0.4329313710331917,0.0009262503288499082,0.002273082733154297,,0,0,False,False,False
train,7bf460951cde4ee4c217cf2035a495f61f02841ba3fad365cd8f2074e997da7f,30:2|59:1|62:1,99,55,0.8,14,4,8,8,8,8,-3.3242426216602325,2.4239018640028166e-06,7.3909759521484375e-06,,0,0,False,False,False
train,7c18976b8c39ea738837b4088159225eff47f184461425f1afbd5309491ee03a,8:6|27:1|56:2|92:1,157,95,0.6,45,10,8,8,8,8,-8.24047040939331,4.4716038530350416e-05,0.000133514404296875,,0,0,True,False,False
train,7e2ce6f8988bf3df8941feeaacae0921c6ab3d7536d8e143b3610d410eb511cc,3:1|21:2|43:1,88,46,0.8,10,4,8,8,8,8,-6.369612634181976,1.717348322401788e-05,4.00543212890625e-05,,0,0,False,False,False
train,7f22bfc19381d7affef9ccc3473abf3b28d8bd368220cf016eab7a169a1e5f9a,1:5|6:1|7:2|50:1|53:3,66,34,0.8,30,12,8,8,8,8,-4.620033264160156,0.08032686218253693,0.20625782012939453,,0,0,False,False,False
train,80189db40ff9005fa1527448a6d41cd4e2cce6dae184b93703316809e84acc63,8:1|20:3|32:1,152,91,0.8,10,5,8,8,8,8,-4.818069577217102,3.5822341922084617e-06,1.1444091796875e-05,,0,0,True,False,False
train,8158c8b76c0696ba8caf2321f1da9120d90895781940a485ebd44cff33557392,49:2|50:1|82:1,116,66,0.8,18,4,8,8,8,8,-3.275757521390915,0.002316189843862093,0.007232666015625,,0,0,False,False,False
train,822d3d64d9ed5875d9712c33dcb96dcabf57de614614f38a86129f6e052fb3b9,29:1|34:4|41:1|55:2,35,15,0.8,42,16,8,8,8,8,-4.952782869338989,0.0008014903228246404,0.002597808837890625,,0,0,False,False,True
train,84eebf234aa777fb94c295f41e9b5f5922ee313890a90ba83ee41cb91b216bf4,17:6|19:3|69:1,39,18,0.8,14,10,8,8,8,8,-4.3171281814575195,3.300095547032268e-05,0.00011301040649414062,,0,0,False,False,False
train,84f74f4158032a1326e2e9c84f31712b72e08459aafaf93ee59c65ba0eacb26f,50:1|68:1|79:1,70,36,0.6,13,6,8,8,8,8,-4.735075891017914,2.667672449372687e-05,8.440017700195312e-05,,0,0,False,False,False
train,86701bce8329f518bd840a4829f6a6608207d77e93026d71275b1e852aa35944,34:2|42:1,78,42,0.8,22,12,8,8,8,8,-6.742286264896393,0.06652889781946396,0.17015695571899414,,0,0,False,False,False
train,87d1aa463fc007132364c3b1797fba035a17b06da48cf03830384cea5fe60f32,9:6|12:1|24:1,20,7,0.6,21,8,8,8,8,8,-5.911135911941528,0.0029985588209610224,0.006302356719970703,,0,0,False,False,False
train,883d2d0b2f56de6396604a44e2ba7b9b294f0c058f657b17083f161ecfbb8290,27:1|32:6|71:2,47,25,0.6,37,9,8,8,8,8,-5.295137345790863,0.00226560077644005,0.005564212799072266,,0,0,False,False,False
train,8a4642910453654d457001d52089eb811461b3d155569d88d1984cf149646c23,11:1|17:6|37:2|51:1,44,23,0.8,18,10,8,8,8,8,-3.7512800097465515,0.0001051389947424609,0.0002956390380859375,,0,0,False,False,False
train,8bbf07c3a3efd007962148141255865ec23a774b376ccaca733b22cd693273fc,8:6|21:1|75:2,136,79,0.8,22,18,8,8,8,8,-9.118736147880554,0.03772547345627807,0.10543632507324219,,0,0,True,False,True
train,8e03dc12b0f6429e250f909838c25b51f229c41a32d524d1d471725b8c09c318,8:3|21:1|83:1,89,47,0.8,30,20,8,8,8,8,-7.682676732540131,0.018688441718131044,0.061579227447509766,,0,0,True,False,True
train,8fc16bb85ba49ac7631d6a9492cea8886bb2c8ffeedb62eb9c212fd8a4d74c39,41:1|44:3,23,8,0.8,26,8,8,8,8,8,-9.646050691604614,0.021328273811350964,0.06521224975585938,,0,0,False,False,False
train,9176f613bd1bb0292a2b8b2e178884f8475ce1270eadad5746d7bd8330580f93,33:2|48:1|50:1,186,113,0.8,14,4,8,8,8,8,-3.6332733631134033,0.013572019321790535,0.03141522407531738,,0,0,False,False,False
train,95313f77431408f175091ded480e7929aab7e0a39c1ab1de697daa80aaad2813,19:1|20:1|53:3,151,90,0.8,10,10,8,8,8,8,-3.2700751423835754,0.029425209165395295,0.08749151229858398,,0,0,False,False,False
train,95417badd5c6b30951b3ee68d10973aeae1e5866d7742fe6d85c9e8c0fae10c8,3:2|8:8|25:3|28:1,146,85,0.6,53,14,8,8,8,8,-7.257038235664368,0.06801049845633785,0.2187976837158203,,0,0,True,False,True
train,96adb4f128fb62590a85f97e241d890adcffa299bb35af778b2081c45984dae1,12:1|39:1|47:1,179,109,0.6,21,9,8,8,8,8,-3.9244671761989594,0.03354730044904259,0.10167813301086426,,0,0,False,False,False
train,982fca925952917e27bcd3858f26c5ee7e770cc2af6562879e01206ffe4dbbfa,17:3|83:1,119,69,0.8,22,16,8,8,8,8,-3.76339590549469,0.0115412077645478,0.033551692962646484,,0,0,False,False,True
train,98fa6b00f5b146867b6441f3c4efbb015f5ba2ed6b9cc485a98ea8f6f62775d7,33:2|45:2|59:1,194,119,0.6,37,10,8,8,8,8,-6.694196105003357,0.004315177531894941,0.010241985321044922,,0,0,False,False,False
train,9a19dec69edec973ad474c32721716257ee1ba99036b0bcf974ccd329d964900,13:1|29:1|65:1,177,107,0.8,38,9,8,8,8,8,-4.585851430892944,0.03247314041849396,0.09823989868164062,,0,0,False,False,False
train,9abf65433a5c0e554edf1070ea4f04876e56de547c2012707722d984eee1204e,16:2|52:1|68:2,205,126,0.8,26,5,8,8,8,8,-6.101178348064423,0.06221368002153649,0.17645835876464844,,0,0,False,True,False
train,9ad612518475fc554f61ac93f5de622bd30b102ff513c6a31aaa146b6a42b6d6,9:6|24:1|81:3,149,88,0.8,18,10,8,8,8,8,-5.244016349315643,0.0004657489665455599,0.0013365745544433594,,0,0,False,False,False
train,9afaf1da0d48d993d5355a6ced1df5bbecd168b549a7c224e6ff862d200f188c,48:1|57:2|79:2,145,84,0.8,42,10,8,8,8,8,-4.181336939334869,0.05570793998999581,0.11694049835205078,,0,0,False,False,False
train,9bd31edfe026542105ea4041a4b5e31f857e4a56224d9bdabe1f3dccd32b568b,16:1|17:4|74:1,25,10,0.6,45,12,8,8,8,8,-5.277885675430298,0.022359034285785725,0.06441402435302734,,0,0,False,True,False
train,9c107956cb9edbadae5d59de47283727c52017c3b4f0c82426ab66dc76fda3f1,46:1|47:1|63:2,150,89,0.6,17,4,8,8,8,8,-7.631964206695557,1.5555784586142216e-05,3.62396240234375e-05,,0,0,False,False,False
train,9f58ea6ba4a6e3bc4ef3870319b0a4c4785e19c5d95b6efa1e5c7680d425b4b1,20:1|52:4|66:2,166,100,0.8,14,7,8,8,8,8,-5.059367537498474,0.055210035203249366,0.17003726959228516,,0,0,False,False,False
train,a273599d6f05061d26621091c4ad2b8a62cbf4e3c1d90efb8b39e5539cf73ea9,6:3|67:2,174,105,0.6,45,20,8,8,4,8,-7.46927672624588,0.1885201667140253,0.5507059097290039,,0,0,False,False,True
train,a537d7eb9b5f851b469759bc3eacf845dd22df9b1c2823f15d41eba6f78a7f8b,8:3|27:1|30:1,164,98,0.6,69,20,8,8,8,8,-5.793028116226196,0.017910625977109556,0.04478025436401367,,0,0,True,False,True
train,a643c99780fce71d2ccc2216a16209075bd177b2479404c3586542a394111401,8:3|25:1|68:1,11,2,0.6,61,20,8,8,8,8,-8.753692150115967,0.0002022846413533806,0.0006237030029296875,,0,0,True,False,True
train,a65b08b5c8c1d03bf2b0ab517dbf8037c30ac30dafd1940f383de6b1c7196402,8:12|25:4|29:3|59:1,34,14,0.8,46,20,8,8,8,8,-7.464144289493561,0.007113944431962695,0.018373489379882812,,0,0,True,False,True
train,a6f5959f6eda4ceac06fb7590ab8a7acfdb34bf6c9631b1f6f70d2856961df60,24:1|40:1|42:1,191,116,0.6,13,6,8,8,8,8,-9.684287428855896,0.07825363965436871,0.2021961212158203,,0,0,False,False,False
train,aad5f0cf155ffca8a777491b26a87ea8e3d60c768727b0d6dc7653facef33051,3:1|8:3|26:2,110,62,0.8,26,12,8,8,8,8,-7.2863809466362,0.04275895373718452,0.13245487213134766,,0,0,True,False,False
train,b0e30441d6748989eee7c131d2da16f85354ffebde02033dc61b0770a809e746,7:2|8:3|40:3,30,12,0.6,25,16,8,8,8,8,-9.885921955108643,0.04246490676165015,0.1340007781982422,,0,0,True,False,True
train,b170bfbae49d00cb7586ca04da6af108fd76ce174db97e2d4f5e70e95358a237,23:4|72:1|73:1,132,76,0.8,18,6,8,8,8,8,-9.721499800682068,2.326231150810635e-05,8.106231689453125e-05,,0,0,False,False,False
train,b1c3be38ad0a5692f3cd0d4866ffd9bfa0ad46a8b35ecfd755bb12488fe01e8f,8:1|39:1|53:1,162,96,0.8,18,6,8,8,8,8,-7.3481035232543945,0.0001904360098813249,0.0005006790161132812,,0,0,True,False,False
train,b21551bad5966ea6a523fd05a82eea72b4c7cb347fa780a10cf4bba511c557c7,45:2|49:1|57:2,103,58,0.6,13,10,8,8,8,8,-6.18517678976059,0.04117357384490876,0.12458419799804688,,0,0,False,False,False
train,b27c79ec5916d2e52389da37bce099c00f412d51489b3b5c1f91f8c52b59562b,23:2|26:5|27:5|62:1,38,17,0.6,33,13,8,8,8,8,-7.801509261131287,0.013191900819158475,0.03832721710205078,,0,0,False,False,True
train,b3bef0063238db9cd54d1d0fca58efc21fadb5a955c180ca44b1012e56053785,1:2|6:1|8:5|13:1|19:1,69,35,0.8,42,20,8,8,8,8,-6.625143647193909,0.04497360543855746,0.14670610427856445,,0,0,True,False,True
train,b42de55d8926c2bd30780f2004f5cafc5c1df36c05001592cd2a23c10fe010d3,40:1|51:5|57:3,87,45,0.6,69,18,8,8,8,8,-5.966597080230713,0.03088631522872598,0.09891271591186523,,0,0,False,False,True
train,b439d412b281b86b688bfefaa646008a05b6a78e6668c013a4361c55483c9fa8,8:6|38:1|51:1|56:1|65:1,165,99,0.6,41,10,8,8,8,8,-7.263814926147461,2.322226334215693e-05,6.866455078125e-05,,0,0,True,False,False
train,b4517da05b2491b20f45a3e4928d31b41c81f6431d47f0fd08976dd9a2f2e56d,34:1|35:6|82:4,178,108,0.6,29,11,8,8,8,8,-3.6900176405906677,0.017715708369551417,0.05352616310119629,,0,0,False,False,False
train,b65205892b12c095b5e770b762ee61ed070c4c20b37c74b16f8ce771eb76ae4f,23:2|26:5|27:5|62:1,38,17,0.8,26,13,8,8,8,8,-7.799236357212067,0.014924192426451172,0.04078531265258789,,0,0,False,False,True
train,b70f35b52c222e1a283b0ef8d400251e08a22f51cd711ef88ea57568811adaeb,14:2|27:2|62:1,139,81,0.6,17,5,8,8,8,8,-6.701206624507904,9.047331286922815e-05,0.0002503395080566406,,0,0,False,False,False
train,bab649f422b2d55b7fd95d8240fc91d4c614fa47970ac1b415173c1685771342,3:2|15:2|58:1,57,29,0.6,21,5,8,8,8,8,-4.948680400848389,0.08382215953780818,0.21491575241088867,,0,0,False,False,False
train,bb211d77cda53cbf8dea258442ab4066e073c2e6c62474cb49b2cfa9ab6b39d4,46:1|47:1|63:2,150,89,0.8,18,4,8,8,8,8,-7.632319450378418,9.5367431640625e-06,1.9073486328125e-05,,0,0,False,False,False
train,bc5423142afb489e17ec7555a3155eda70bc973c0e588160792007f4bb7dbef7,1:2|8:2|30:1,73,38,0.6,25,20,8,8,8,8,-4.976895868778229,0.010707889184650923,0.03571176528930664,,0,0,True,False,True
train,bc755d9ef1412d38182096296955aacf528a98eef6306ebf490db12124e87513,8:3|19:1|45:1,37,16,0.8,14,5,8,8,8,8,-5.806680738925934,8.063166891615798e-07,2.384185791015625e-06,,0,0,True,False,False
train,bcc21217af55139131bc57797f76f3eff557aa04ea7751ebae8247de2c3c4ccf,12:4|16:1|52:3,16,4,0.6,9,8,8,8,8,8,-3.6525632441043854,0.015320779456894033,0.04726719856262207,,0,0,False,True,False
train,be052f6a5c5814038284338ff587aa3eb0407cdec067f8ae94bce3f078a7021f,8:3|25:1|68:1,11,2,0.8,42,20,8,8,8,8,-8.751781105995178,0.00046646908788992885,0.0016126632690429688,,0,0,True,False,True
train,bf48b2643a6410540d1fced28e3843e678a4f8adf1623f72da2b69bc160f9b8c,32:2|69:1|78:1,196,121,0.6,69,16,8,8,8,8,-5.725415408611298,0.013910223704958999,0.04181528091430664,,0,0,False,False,True
train,bf9d0efe8bc04303f9576e7b859155841879798d95a37ce2c564999dbd66765f,6:1|45:3|59:1,163,97,0.8,18,5,8,8,8,8,-7.5783010721206665,5.1674167637093645e-06,1.3828277587890625e-05,,0,0,False,False,False
train,c1ddcb0538c0d3ac5063d5e2d02a8759433f12db2c74bdd1262887cc84b0027a,44:2|69:1|72:1,189,115,0.6,9,4,8,8,8,8,-8.822776079177856,4.1295309247228556e-07,9.5367431640625e-07,,0,0,False,False,False
train,c36badca61556d53574f74b9f2a2e54ea3e53a6a48629b38a8b11d7273f878e1,16:1|17:4|74:1,25,10,0.8,34,12,8,8,8,8,-5.285459935665131,0.019422377402940966,0.05316495895385742,,0,0,False,True,False
train,c370e16a345245f59f664a7a9b10682ec26368f1d96d96230b92b7e3d28e2b80,3:2|12:1|30:1,113,64,0.6,21,4,8,8,8,8,-1.7979965060949326,0.008161673669854768,0.016933679580688477,,0,0,False,False,False
train,c3bb0ac744747da3550e744fb5d77e6d259e1fbb79168cab1054ebf36033308d,3:1|21:2|43:1,88,46,0.6,21,4,8,8,8,8,-6.369545161724091,1.1530533552344885e-05,2.7179718017578125e-05,,0,0,False,False,False
train,c405cfe3ba739c6bc7ab19192c886d7189aa03b5dde09cf3c5ed796bbd893e12,9:4|29:1|56:1,148,87,0.6,49,12,8,8,8,8,-5.259652137756348,0.021357142719360473,0.0664663314819336,,0,0,False,False,False
train,c638a3bc241d5300d8ab29cc5d0a9c3a82633f00da20750f98ca5a7c25ab6486,13:8|26:4|60:1,109,61,0.6,25,13,8,8,8,8,-5.656740665435791,0.025525604506506573,0.0686349868774414,,0,0,False,False,True
train,c6fea5722d71499f4708c081ad0acfe2c8354b38ca1f50dcc13cbcaf1dc9e141,16:2|27:1|55:2,111,63,0.6,41,10,8,8,8,8,-4.389292240142822,0.020540808653978237,0.07424211502075195,,0,0,False,True,False
train,c70867eedabe2a567b1dc3038a25fc0e0dc4e2f89267be4471b51d02e80d5268,17:3|83:1,119,69,0.6,69,16,8,8,8,8,-3.7562264502048492,0.013306164523057364,0.038336992263793945,,0,0,False,False,True
train,c738cac28c326fd6838f740c017f165069bfb21f4746bee03efda0f670fb9289,8:9|62:2|90:3,94,51,0.8,38,14,8,8,8,8,-9.489882111549377,0.11084528711671864,0.26905155181884766,,0,0,True,False,True
train,c769ba4b13a700cad68d7bd49cafe0de6cabb3f7a1f6c641dbd56a9caac3c58c,21:2|43:1|81:1,154,92,0.8,18,4,8,8,8,8,-6.510618567466736,9.300616788763775e-06,1.9073486328125e-05,,0,0,False,False,False
train,c7f39119e093c152a18fbc2a24dd7c46c9ec5950cfdb54a8761282e3b70c6ab1,59:1|78:2,60,31,0.8,14,6,8,8,8,8,-6.58592164516449,0.01915199820028021,0.04961681365966797,,0,0,False,False,False
train,c8b0c16234938103edac5588570520d2b09fbd2ad68ea134941e9b13131b18cd,8:1|11:3|17:1,180,110,0.8,10,5,8,8,8,8,-3.8303149044513702,3.730769895761552e-06,1.3589859008789062e-05,,0,0,True,False,False
train,c90cf51e67ed11831067e359eee062f8e6cf7491705541ac3d5b9e3120ea9ded,8:4|13:1|74:1,115,65,0.8,38,12,8,8,8,8,-8.593491077423096,0.10713859837153711,0.3081064224243164,,0,0,True,False,False
train,c96e5987e6d1ce18ae2c69b9bb5ab8c212d556aecee871facf4612594216d038,8:6|27:1|56:2|92:1,157,95,0.8,10,10,8,8,8,8,-8.240494728088379,3.587070712061933e-05,0.0001087188720703125,,0,0,True,False,False
train,c985c4955443153f41320de7f252606727ed5e5894f77341f8e1ca79053e230d,23:1|28:1|41:1,77,41,0.8,42,12,8,8,8,8,-8.402347922325134,0.0480231972372288,0.12107086181640625,,0,0,False,False,False
train,ca619fa0cfda30404a97fc1ee80e7eccb7e46319607666530cb4a65ee1b679ec,29:5|49:7|69:1,48,26,0.6,41,13,8,8,8,8,-3.4858450293540955,0.006430843519791824,0.020162343978881836,,0,0,False,False,True
train,ca944d330fb73472cddfc26bbfdba0ee3c3e79cab729fa060238e91ee1654ad3,40:1|47:1,98,54,0.8,10,4,8,8,8,8,-5.779622733592987,7.460899360042774e-05,0.0002498626708984375,,0,0,False,False,False
train,cae6d0ea09ae65e85b7832fba25ebd02bf1085f497af83f17836d7576fe509fe,15:2|34:6|47:1|68:1,12,3,0.6,45,20,8,8,8,8,-4.687459886074066,0.009057276420820713,0.02937936782836914,,0,0,False,False,True
train,caecba69e7fe96bf76fedaa9968a9e36e8792ec23beda64d00df0a4a4fcc2629,3:3|33:1,19,6,0.8,18,8,8,8,8,8,-3.2616721093654633,3.5109905913247086e-05,0.00011348724365234375,,0,0,False,False,False
train,cbdea1699386af1f0b6dd016436c4349156132f50faec760b729c03fa8511a7b,1:2|8:2|30:1,73,38,0.8,66,20,8,8,8,8,-4.986187279224396,0.012086780703429327,0.032851219177246094,,0,0,True,False,True
train,cd319ac736ed96433d0a9abc47257bbc60626a16f7e64c8301b8e25225673902,1:1|16:1|37:1,206,127,0.6,29,6,8,8,8,8,-3.7502132654190063,0.003241498493200723,0.007452964782714844,,0,0,False,True,False
train,cd72ba63fb6a92fbb05162f424ab465db7c3a2cf3c7602856aa79ebe469564c0,8:3|27:1|30:1,164,98,0.8,30,20,8,8,8,8,-5.777178525924683,0.025075201165419305,0.08274698257446289,,0,0,True,False,True
train,d37f723309684696bd9d09b061ae22b052d5296c9c0edfa427dd72998dc2417a,33:2|48:1|50:1,186,113,0.6,9,4,8,8,8,8,-3.6700897216796875,0.01086683984538426,0.03309273719787598,,0,0,False,False,False
train,d54d17bed021b28a621112007701c95cfa7b13080d986b11b468cd6dccdca81f,30:6|32:3|57:2,127,73,0.8,26,11,8,8,8,8,-3.233654707670212,0.036769983171042145,0.0988926887512207,,0,0,False,False,False
train,d5e93f3cb208d92782aa13809e99cf478e6a8a1bd6298062ec2217a28ea953d3,47:2|48:1|66:1,192,117,0.8,14,4,8,8,8,8,-3.110267251729965,1.1542389828584841e-07,2.384185791015625e-07,,0,0,False,False,False
train,d807008bd21a52ee13a0c013d680181c52e5e5f3c05509a4918427168394c7b1,8:6|63:2|65:1|73:1,204,125,0.8,18,10,8,8,8,8,-10.117900609970093,6.990138369056935e-05,0.00019931793212890625,,0,0,True,False,False
train,d8eafdd8ef83fd96dc76ab45d13b7e75f68256350fdbe1dfb8cf0cd0e925405a,8:4|13:1|74:1,115,65,0.6,25,12,8,8,8,8,-8.701420783996582,0.011287615201487654,0.026689529418945312,,0,0,True,False,False
train,d97567628937551c504c42724e31427506926de595c2b5c16e63411ed7197a29,75:1,118,68,0.8,18,3,8,8,8,8,-12.457108736038208,0.00018152267476671734,0.00042629241943359375,,0,0,False,False,False
train,d9a82e213526cd4e50e0b53aea0ea2c58718cb08ee67f3c6800d7d239adc5ba2,21:2|43:1|81:1,154,92,0.6,17,4,8,8,8,8,-6.510781705379486,1.5347472655276934e-06,4.291534423828125e-06,,0,0,False,False,False
train,d9c029fab6b2cfd066e585f42ce3034cc8a4c916e40e06d6282d7988eed358af,20:1|49:1|79:1,202,124,0.8,26,12,8,8,8,8,-3.248018056154251,0.030888661049734027,0.11586833000183105,,0,0,False,False,False
train,dbef79c98fdb3fa4b09dcd80c60b4b53700dff07bb048fa4a9495e891645ee38,47:2|48:1|66:1,192,117,0.6,13,4,8,8,8,8,-3.1102459728717804,2.2101993820356318e-07,4.76837158203125e-07,,0,0,False,False,False
train,dc7576fa14ce49922cb9174ff8e4cd1003a00787f691fe0b488a693dfa4df8d0,8:4|30:1|47:2,83,44,0.8,62,14,8,8,8,8,-4.418058097362518,0.03080991067576119,0.10213851928710938,,0,0,True,False,True
train,de4517f15da930bd254a2208b27a6cf17b6393d9c8c4ec85b0cf1557f114e97b,17:6|19:1|39:1|55:2,168,102,0.6,13,10,8,8,8,8,-4.563405215740204,0.00015728127569493788,0.00044345855712890625,,0,0,False,False,False
train,de511690d8c3fdd5bcd7907a5da80f9a8e6b261c88bf681a15a207770899f556,17:6|47:1|55:2|59:1,29,11,0.8,10,10,8,8,8,8,-4.2423094511032104,7.021406915243671e-05,0.00021219253540039062,,0,0,False,False,False
train,df668b5dd71c0f125fc5dcb48dc44b0b3a2054b5ae52d9ec3f40cc4007379971,3:2|15:2|58:1,57,29,0.8,22,5,8,8,8,8,-5.028944671154022,0.06110497943133285,0.16050052642822266,,0,0,False,False,False
train,df8107b8e3c413296831847be7138064ba97e11e4cc2f91c9397095c6cd79b71,14:8|25:1|26:3,197,122,0.6,45,12,8,8,8,8,-6.656023383140564,0.09169149350564465,0.23700618743896484,,0,0,False,False,False
train,dfc0d9dc6d8686105d19ad22a54475d05416b8201f4f26b3fea8103a9f826013,17:9|51:2|55:3,58,30,0.8,34,14,8,8,8,8,-3.7698852717876434,0.022682222870805104,0.07302737236022949,,0,0,False,False,True
train,e091e46bad6b8317e27daa23eff3f861f6434ef17cf9f0d5170b7905b8e5e7f6,16:3|29:3|71:1,79,43,0.6,53,14,8,8,8,8,-5.132964611053467,0.02372100149719215,0.0773324966430664,,0,0,False,True,True
train,e149e4306a31846b21e48f30543f3660b8d3258d717f7687e4aabdf69b0099f0,30:2|59:1|62:1,99,55,0.6,9,4,8,8,8,8,-3.3240599930286407,2.8769662308038074e-06,6.9141387939453125e-06,,0,0,False,False,False
train,e396d7e35b6990a627a7a204789bb254b90c00feb215eb1d2f8f0cf762f0cd48,40:1|51:5|59:3,96,53,0.6,13,18,8,8,8,8,-5.855132758617401,0.031116773489790438,0.09127235412597656,,0,0,False,False,True
train,e419180e9a2fe22e74c74e20ace7a8a2d6fa2e2838df9f19afc4c401c838d92c,17:9|51:2|55:3,58,30,0.6,21,14,8,8,8,8,-3.766489416360855,0.022647628695646238,0.06709408760070801,,0,0,False,False,True
train,e4cecdd5752ccc67d23035c0d4ffb904336a5ed30c6fa12c2719597fbc7558b5,8:3|43:1|81:1,135,78,0.6,17,5,8,8,8,8,-6.984579801559448,1.1944747018695211e-05,4.100799560546875e-05,,0,0,True,False,False
train,e6d80d6993a022291f8f86225bf9abaaad91487b9880e1be5daacb65f6b2a648,47:3|70:1,74,39,0.6,13,4,8,8,8,8,-2.795057088136673,0.007583226672829449,0.01646733283996582,,0,0,False,False,False
train,e8d98dc175b374361b12f70af9ddcaf84effcbf2e1cf27e39334239a92b1d339,33:2|45:2|59:1,194,119,0.8,18,10,8,8,8,8,-6.676302492618561,0.03847517060753191,0.09269428253173828,,0,0,False,False,False
train,e9054599bc0fd5a44701252db3937bf1b3d6cc4e14a60127b915850596674365,48:1|57:2|79:2,145,84,0.6,33,10,8,8,8,8,-4.1373865604400635,0.03452382220863143,0.1196904182434082,,0,0,False,False,False
train,e9519b2943cc032cdb09077dff16840af1cc3226ea5d033a80c4a89e1cdf5aae,60:1|66:3,95,52,0.8,14,4,8,8,8,8,-4.618699550628662,1.2839233415447482e-06,3.337860107421875e-06,,0,0,False,False,False
train,ea9335f44049bb3774157625c817fe0f41433c7c583b699640519e74442001a5,48:1|80:3,126,72,0.8,18,8,8,8,8,8,-0.433665007352829,5.487716325517063e-05,0.00016069412231445312,,0,0,False,False,False
train,eb03559c0726939e1b3747fb8d7f2cfebbfc0aaf1bc765fda3c1d421c64d4a6f,27:10|42:2|59:1,65,33,0.6,41,13,8,8,8,8,-7.4557889103889465,0.0359331688447344,0.10510635375976562,,0,0,False,False,True
