method,endpoint,sample_idx,comp_valid,Struct_valid,SUN,MSUN,terminal_verified,terminal_status,terminal_energy_eV_atom,hull_energy_eV_atom,energy_above_hull_eV_atom
H1A2_D1,tau800,1064,1,1,0,1,0,not_converged,-6.940663814544678,-6.944661120000001,0.003997305455323286
H1A2_D1,tau800,1065,0,1,0,1,0,not_converged,-4.8734869956970215,-4.893101825833332,0.0196148301363106
H1A2_D1,tau800,1066,1,1,0,1,0,not_converged,-5.257054328918457,-5.325387706,0.06833337708154286
H1A2_D1,tau800,1067,1,1,0,0,0,not_converged,-6.84838342666626,-7.069447928888888,0.22106450222262808
H1A2_D1,tau800,1068,1,1,0,1,0,not_converged,-5.6567864418029785,-5.729387647142857,0.07260120533987813
H1A2_D1,tau800,1069,1,1,0,1,0,not_converged,-3.0387845039367676,-3.13835850840625,0.09957400446948261
H1A2_D1,tau800,1070,1,1,0,0,0,not_converged,-7.360281944274902,-7.507342496666669,0.14706055239176674
H1A2_D1,tau800,1071,0,1,0,1,0,not_converged,-6.431465148925781,-6.530258132264369,0.09879298333858788
H1A2_D1,tau800,1072,1,1,0,0,1,verified,-6.504823207855225,-6.610905146,0.10608193814477573
H1A2_D1,tau800,1073,1,1,0,1,1,verified,-3.5035955905914307,-3.5510887916666665,0.0474932010752358
H1A2_D1,tau800,1074,1,1,0,1,0,not_converged,-3.821312189102173,-3.8427055044791665,0.021393315376993627
H1A2_D1,tau800,1075,1,1,0,0,1,verified,-4.493744373321533,-4.49543435725,0.001689983928466532
H1A2_D1,tau800,1076,1,1,0,1,0,not_converged,-4.461231708526611,-4.471562288500001,0.01033057997338993
H1A2_D1,tau800,1077,1,1,0,0,0,not_converged,-7.430316925048828,-7.877660373,0.4473434479511722
H1A2_D1,tau800,1078,1,1,0,0,0,not_converged,-5.9859113693237305,-6.19337081525,0.2074594459262693
H1A2_D1,tau800,1079,1,1,0,1,0,not_converged,-6.140312194824219,-6.220123783437499,0.0798115886132802
H1A2_D1,tau800,1080,0,1,0,0,0,not_converged,-5.462074279785156,-5.731909365575396,0.2698350857902394
H1A2_D1,tau800,1081,1,1,0,0,0,not_converged,-8.094033241271973,-8.160132131666666,0.0660988903946933
H1A2_D1,tau800,1082,1,1,0,0,1,verified,-7.653130531311035,-7.767071391428572,0.11394086011753668
H1A2_D1,tau800,1083,1,1,0,0,1,verified,-3.8211841583251953,-3.979792708333333,0.15860855000813778
H1A2_D1,tau800,1084,1,1,0,0,0,not_converged,-6.3132643699646,-6.345887718,0.03262334803540057
H1A2_D1,tau800,1085,1,1,0,0,0,not_converged,-7.588525772094727,-8.311426695833333,0.7229009237386066
H1A2_D1,tau800,1086,1,1,0,1,0,not_converged,-8.74143123626709,-8.795507097239563,0.05407586097247297
H1A2_D1,tau800,1087,1,1,0,0,1,verified,-4.585691928863525,-4.716940807865228,0.1312488790017028
H1A2_D1,tau800,1088,1,1,0,0,0,not_converged,-5.4804911613464355,-5.5126637060000006,0.032172544653565005
H1A2_D1,tau800,1089,1,1,0,1,0,not_converged,-4.372267723083496,-4.431323465,0.05905574191650409
H1A2_D1,tau800,1090,0,1,0,1,1,verified,-6.9914703369140625,-7.071142149857135,0.07967181294307224
H1A2_D1,tau800,1091,1,1,0,1,0,not_converged,-3.503539562225342,-3.5262108225,0.022671260274658156
H1A2_D1,tau800,1092,1,1,0,0,0,not_converged,-7.535364627838135,-7.6657712326071366,0.1304066047690018
H1A2_D1,tau800,1093,1,1,0,0,1,verified,-2.898451089859009,-3.0256864379375,0.12723534807849113
H1A2_D1,tau800,1094,0,0,0,0,0,generation_failure,,,
H1A2_D1,tau800,1095,1,1,0,0,1,verified,-3.7446482181549072,-3.8632837685714287,0.11863555041652152
H1A2_D1,tau800,1096,1,1,0,0,0,not_converged,-7.889560699462891,-8.105400348611118,0.2158396491482275
H1A2_D1,tau800,1097,0,0,0,0,0,generation_failure,,,
H1A2_D1,tau800,1098,1,1,0,0,0,not_converged,-6.720087051391602,-6.851100028125,0.1310129767333983
H1A2_D1,tau800,1099,1,1,0,0,0,not_converged,-5.918519973754883,-6.211547880000001,0.29302790624511843
H1A2_D1,tau800,1100,1,1,0,1,1,verified,-8.231621742248535,-8.263819596190482,0.03219785394194652
H1A2_D1,tau800,1101,1,1,0,0,1,verified,-4.744863986968994,-4.925609181523438,0.1807451945544436
H1A2_D1,tau800,1102,1,1,0,0,0,not_converged,-5.995675563812256,-6.104678437142866,0.10900287333060987
H1A2_D1,tau800,1103,1,1,0,1,1,verified,-4.563836097717285,-4.660141724285718,0.09630562656843278
H1A2_D1,tau800,1104,1,1,0,1,1,verified,-5.550359725952148,-5.602128389135802,0.05176866318365381
H1A2_D1,tau800,1105,1,1,0,0,0,not_converged,-5.788309574127197,-5.804653234,0.01634365987280262
H1A2_D1,tau800,1106,1,1,0,1,1,verified,-8.49467658996582,-8.513917481250001,0.019240891284180606
H1A2_D1,tau800,1107,1,1,0,0,0,not_converged,-6.9964919090271,-7.125862983999999,0.1293710749728998
H1A2_D1,tau800,1108,0,0,0,0,0,generation_failure,,,
H1A2_D1,tau800,1109,1,1,0,0,1,verified,-5.1819305419921875,-5.2885161825,0.10658564050781294
H1A2_D1,tau800,1110,1,1,0,0,0,not_converged,-6.502601146697998,-6.641094936730768,0.1384937900327703
H1A2_D1,tau800,1111,1,1,0,0,1,verified,-3.1335198879241943,-3.278537474166667,0.14501758624247252
H1A2_D1,tau800,1112,1,1,0,1,0,not_converged,-4.772822380065918,-4.809366564285714,0.036544184219795994
H1A2_D1,tau800,1113,1,1,0,1,1,verified,-4.561686038970947,-4.594201310378788,0.03251527140784116
H1A2_D1,tau800,1114,1,1,0,1,0,not_converged,-5.841736316680908,-5.9005273467000015,0.05879103001909325
H1A2_D1,tau800,1115,1,1,0,1,1,verified,-4.30844259262085,-4.3548616225,0.04641902987915003
H1A2_D1,tau800,1116,1,1,1,1,1,verified,-4.772712230682373,-4.743154838124999,-0.029557392557373774
H1A2_D1,tau800,1117,1,1,0,1,0,not_converged,-6.48730993270874,-6.578242425,0.09093249229125977
H1A2_D1,tau800,1118,1,1,0,1,0,not_converged,-8.202292442321777,-8.2388825805,0.036590138178222986
H1A2_D1,tau800,1119,1,1,0,0,1,verified,-6.517012119293213,-6.686052480689658,0.16904036139644507
H1A2_D1,tau800,1120,1,1,0,1,0,not_converged,-4.49232292175293,-4.53840997,0.04608704824707033
H1A2_D1,tau800,1121,1,1,0,0,0,not_converged,-7.871383190155029,-8.570681207777774,0.6992980176227448
H1A2_D1,tau800,1122,1,1,0,1,1,verified,-3.8840389251708984,-3.8867623265,0.002723401329101538
H1A2_D1,tau800,1123,1,1,0,1,1,verified,-4.707854270935059,-4.789967024444445,0.08211275350938685
H1A2_D1,tau800,1124,1,1,0,0,0,not_converged,-7.061131954193115,-8.269795762222222,1.2086638080291063
H1A2_D1,tau800,1125,1,1,0,0,0,not_converged,-5.458451747894287,-5.4618606977777775,0.0034089498834903864
H1A2_D1,tau800,1126,1,1,0,0,1,verified,-3.4684479236602783,-3.533220957,0.06477303333972184
H1A2_D1,tau800,1127,1,1,0,1,0,not_converged,-5.945943832397461,-6.017627596999999,0.07168376460253789
H1A2_D1,tau800,1128,1,1,0,1,0,not_converged,-4.165868282318115,-4.188327623333334,0.02245934101521918
H1A2_D1,tau800,1129,1,1,0,0,1,verified,-4.580653667449951,-4.56992271,-0.010730957449951006
H1A2_D1,tau800,1130,1,1,0,0,0,not_converged,-5.421153545379639,-5.5842205655555555,0.1630670201759168
H1A2_D1,tau800,1131,1,1,0,0,0,not_converged,-4.965176582336426,-5.099868397500002,0.13469181516357587
H1A2_D1,tau800,1132,1,1,0,1,1,verified,-9.022037506103516,-9.038832954,0.01679544789648446
H1A2_D1,tau800,1133,1,1,0,0,1,verified,-7.008953094482422,-7.032730970526315,0.023777876043893365
H1A2_D1,tau800,1134,1,1,0,0,0,not_converged,-6.899606227874756,-7.205808006249994,0.30620177837523777
H1A2_D1,tau800,1135,1,1,0,0,1,verified,-6.160949230194092,-6.2677870565,0.10683782630590777
H1A2_D1,tau800,1136,1,1,0,0,1,verified,-4.9892191886901855,-5.0088445724999975,0.019625383809811936
H1A2_D1,tau800,1137,1,1,0,0,0,not_converged,-7.374912738800049,-7.440291984583329,0.06537924578328003
H1A2_D1,tau800,1138,1,1,0,0,0,not_converged,-6.446775913238525,-6.757431147999992,0.31065523476146684
H1A2_D1,tau800,1139,1,1,0,0,0,not_converged,-7.070863246917725,-7.640289121666665,0.5694258747489407
H1A2_D1,tau800,1140,1,1,1,1,0,not_converged,-3.829564332962036,-3.824484182499999,-0.005080150462037025
H1A2_D1,tau800,1141,1,1,0,1,0,not_converged,-2.7459230422973633,-2.771590186666667,0.025667144369303507
H1A2_D1,tau800,1142,1,1,0,0,0,not_converged,-6.785855293273926,-6.948817144869791,0.16296185159586507
H1A2_D1,tau800,1143,1,1,1,1,0,not_converged,-7.266218662261963,-7.195145645277776,-0.07107301698418667
H1A2_D1,tau800,1144,1,1,0,1,0,not_converged,-6.639875411987305,-6.691883268095243,0.05200785610793801
H1A2_D1,tau800,1145,0,1,0,0,1,verified,-5.138992786407471,-5.287064008571429,0.14807122216395818
H1A2_D1,tau800,1146,1,1,0,1,1,verified,-8.109326362609863,-8.1998463685,0.09052000589013609
H1A2_D1,tau800,1147,1,1,0,1,0,not_converged,-1.9990288019180298,-2.0761423783333335,0.0771135764153037
H1A2_D1,tau800,1148,0,1,0,1,1,verified,-2.4514822959899902,-2.538820911666667,0.08733861567667667
H1A2_D1,tau800,1149,1,1,0,0,1,verified,-3.6830191612243652,-3.809834463999999,0.12681530277563358
H1A2_D1,tau800,1150,1,1,1,1,0,not_converged,-8.073738098144531,-7.857408234000008,-0.21632986414452304
H1A2_D1,tau800,1151,1,1,0,1,0,not_converged,-7.022205352783203,-7.109493575833331,0.08728822305012773
H1A2_D1,tau800,1152,1,1,0,0,0,not_converged,-9.4484281539917,-9.574989949805556,0.1265617958138563
H1A2_D1,tau800,1153,0,1,0,1,0,not_converged,-9.344025611877441,-9.384648227960518,0.040622616083076935
H1A2_D1,tau800,1154,1,1,0,0,1,verified,-6.648204803466797,-6.76411168473611,0.11590688126931337
H1A2_D1,tau800,1155,1,1,0,0,1,verified,-7.978811264038086,-8.117298315999996,0.1384870519619099
H1A2_D1,tau800,1156,1,1,0,0,1,verified,-4.71741247177124,-4.725831525000007,0.008419053228767126
H1A2_D1,tau800,1157,0,1,0,1,0,not_converged,-5.3330206871032715,-5.379459846666666,0.04643915956339484
H1A2_D1,tau800,1158,1,1,0,1,1,verified,-7.250845909118652,-7.321609651666666,0.07076374254801365
H1A2_D1,tau800,1159,0,1,0,0,0,not_converged,-6.438914775848389,-6.457483203333333,0.018568427484944472
H1A2_D1,tau800,1160,1,1,0,1,1,verified,-5.244256496429443,-5.258215639583335,0.01395914315389124
H1A2_D1,tau800,1161,0,1,0,0,0,not_converged,-4.760133266448975,-5.408773900833333,0.6486406343843587
H1A2_D1,tau800,1162,0,1,0,0,0,not_converged,-3.864727258682251,-4.0382198012962975,0.17349254261404656
H1A2_D1,tau800,1163,1,1,0,1,0,not_converged,-11.217503547668457,-11.301092835,0.08358928733154336
H1A2_D1,tau800,1164,1,1,0,1,0,not_converged,-7.542923927307129,-7.592791765,0.0498678376928714
H1A2_D1,tau800,1165,1,1,0,0,0,not_converged,-7.864303112030029,-7.965704847276791,0.10140173524676133
H1A2_D1,tau800,1166,1,1,0,0,0,not_converged,-5.16083288192749,-5.2637038527083355,0.10287097078084528
H1A2_D1,tau800,1167,0,0,0,0,0,generation_failure,,,
H1A2_D1,tau800,1168,1,1,0,1,1,verified,-6.887457370758057,-6.975403875555555,0.08794650479749855
H1A2_D1,tau800,1169,1,1,0,1,1,verified,-4.296823978424072,-4.3705370659375,0.07371308751342731
H1A2_D1,tau800,1170,0,1,0,0,0,not_converged,-6.489709854125977,-6.627709356333334,0.13799950220735724
H1A2_D1,tau800,1171,1,1,1,1,1,verified,-5.980648517608643,-5.798954658750001,-0.1816938588586412
H1A2_D1,tau800,1172,1,1,0,0,0,not_converged,-6.990489959716797,-7.6632517827500015,0.6727618230332046
H1A2_D1,tau800,1173,1,1,0,0,1,verified,-6.202566623687744,-6.347517322532045,0.14495069884430123
H1A2_D1,tau800,1174,0,1,0,0,0,not_converged,-7.619182586669922,-7.810987893777778,0.19180530710785604
H1A2_D1,tau800,1175,1,1,0,0,0,not_converged,-7.016470909118652,-7.159469123333333,0.14299821421468106
H1A2_D1,tau800,1176,1,1,0,0,0,not_converged,-3.8676252365112305,,
H1A2_D1,tau800,1177,1,1,0,0,0,not_converged,-6.86134147644043,-7.014487173999997,0.15314569755956775
H1A2_D1,tau800,1178,1,1,0,1,1,verified,-2.678154945373535,-2.767568409358974,0.08941346398543892
H1A2_D1,tau800,1179,1,1,1,1,0,not_converged,-5.221959114074707,-5.197016557121214,-0.024942556953493344
H1A2_D1,tau800,1180,1,1,0,0,0,not_converged,-4.8475165367126465,-4.8757086875640905,0.028192150851443998
H1A2_D1,tau800,1181,1,1,0,1,0,not_converged,-6.374429702758789,-6.440790730833333,0.06636102807454414
H1A2_D1,tau800,1182,1,1,0,0,1,verified,-4.084238052368164,,
H1A2_D1,tau800,1183,1,1,1,1,0,not_converged,-8.579935073852539,-8.5724906125,-0.007444461352539733
H1A2_D1,tau800,1184,1,1,0,1,1,verified,-2.9524519443511963,-2.990478318,0.03802637364880379
H1A2_D1,tau800,1185,0,0,0,0,0,generation_failure,,,
H1A2_D1,tau800,1186,1,1,0,1,0,not_converged,-7.614968299865723,-7.6180084665624985,0.00304016669677587
H1A2_D1,tau800,1187,1,1,0,1,0,not_converged,-4.392947673797607,-4.4132147106250015,0.020267036827394058
H1A2_D1,tau800,1188,1,1,0,0,0,not_converged,-7.377687931060791,-7.557986012214286,0.1802980811534951
H1A2_D1,tau800,1189,0,1,0,1,0,not_converged,-5.692989349365234,-5.75735764095238,0.06436829158714552
H1A2_D1,tau800,1190,1,1,0,0,0,not_converged,-5.98264741897583,-6.096780866666669,0.11413344769083889
H1A2_D1,tau800,1191,1,1,0,0,0,not_converged,-4.5194411277771,-4.64604289625,0.1266017684729004
H1A2_D1,tau800,1192,1,1,0,0,1,verified,-5.698406219482422,-5.688423213,-0.009983006482421786
H1A2_D1,tau800,1193,1,1,0,1,1,verified,-7.240145683288574,-7.253974938333334,0.013829255044759847
H1A2_D1,tau800,1194,0,1,0,0,0,not_converged,-8.207060813903809,-8.367905796333329,0.16084498242951994
H1A2_D1,tau800,1195,1,1,0,1,1,verified,-4.138049602508545,-4.196917323125,0.05886772061645473
H1A2_D1,tau800,1196,1,1,0,1,1,verified,-2.3889026641845703,-2.43111766,0.042214995815429646
H1A2_D1,tau800,1197,1,1,0,0,0,not_converged,-3.1529641151428223,-3.3116867870833335,0.15872267194051126
H1A2_D1,tau800,1198,1,1,0,1,0,not_converged,-8.076783180236816,-8.174820348157901,0.09803716792108474
H1A2_D1,tau800,1199,1,1,0,1,0,not_converged,-5.47463846206665,-5.546787611472224,0.07214914940557371
B0_D2,native,0,1,1,0,0,1,verified,-3.916832208633423,-4.009571855,0.09273964636657706
B0_D2,native,1,0,0,0,0,0,invalid_raw,,-5.484713445875,
B0_D2,native,2,1,0,0,0,0,invalid_raw,,-8.10237906,
B0_D2,native,3,1,1,0,0,0,not_converged,-5.3141303062438965,-5.502003777666669,0.18787347142277255
B0_D2,native,4,1,0,0,0,0,invalid_raw,,-5.1133663415625,
B0_D2,native,5,1,1,0,0,0,not_converged,-4.816164970397949,-4.94716338,0.1309984096020509
B0_D2,native,6,1,1,0,0,0,not_converged,-6.510167598724365,-6.6907331475,0.18056554877563435
B0_D2,native,7,1,0,0,0,0,invalid_raw,,-7.983832712916669,
B0_D2,native,8,1,1,0,0,0,not_converged,-7.373051166534424,-7.544244481600023,0.1711933150655991
B0_D2,native,9,1,1,0,1,1,verified,-3.6225807666778564,-3.674296835,0.05171606832214337
B0_D2,native,10,0,0,0,0,0,generation_failure,,,
B0_D2,native,11,1,0,0,0,0,invalid_raw,,-6.32724859,
B0_D2,native,12,1,0,0,0,0,invalid_raw,,-7.231575101875001,
B0_D2,native,13,1,0,0,0,0,invalid_raw,,-5.422083512500001,
B0_D2,native,14,1,0,0,0,0,invalid_raw,,-8.181623782678573,
B0_D2,native,15,1,1,0,1,1,verified,-4.004581928253174,-4.015411599782609,0.010829671529434926
B0_D2,native,16,1,0,0,0,0,invalid_raw,,-6.0005053638999994,
B0_D2,native,17,1,1,0,0,0,invalid_terminal,-4.944472312927246,-5.469683520375,0.5252112074477537
B0_D2,native,18,1,1,0,0,0,not_converged,-3.3442907333374023,-8.166425333333333,4.82213459999593
B0_D2,native,19,1,0,0,0,0,invalid_raw,,-4.605035153,
B0_D2,native,20,0,0,0,0,0,invalid_raw,,-3.4543984520833377,
B0_D2,native,21,0,1,0,0,0,not_converged,-7.307548999786377,-7.4114072349999995,0.10385823521362259
B0_D2,native,22,1,1,0,1,1,verified,-3.2698962688446045,-3.3465349425277786,0.07663867368317412
B0_D2,native,23,1,1,0,0,0,invalid_terminal,-6.760355472564697,-8.534775392125006,1.7744199195603088
B0_D2,native,24,1,0,0,0,0,invalid_raw,,-6.401275155714295,
B0_D2,native,25,1,0,0,0,0,invalid_raw,,-6.030186345714284,
B0_D2,native,26,1,1,0,0,0,not_converged,-2.7751657962799072,-4.065101285,1.2899354887200927
B0_D2,native,27,1,1,0,0,0,invalid_terminal,-5.434206008911133,-8.277995374,2.843789365088867
B0_D2,native,28,1,0,0,0,0,invalid_raw,,-8.57344580767046,
B0_D2,native,29,1,1,0,0,1,verified,-6.976224899291992,-7.12852853,0.15230363070800745
B0_D2,native,30,1,1,1,1,1,verified,-4.045116424560547,-3.8562598855555557,-0.18885653900499122
B0_D2,native,31,1,0,0,0,0,invalid_raw,,-8.350202123333334,
B0_D2,native,32,1,0,0,0,0,invalid_raw,,-6.198551154940477,
B0_D2,native,33,0,1,0,0,1,verified,-2.836808204650879,-3.2407750545000003,0.40396684984912135
B0_D2,native,34,0,1,0,0,0,not_converged,-4.324393272399902,-4.497636578833335,0.17324330643343266
B0_D2,native,35,1,1,0,0,0,invalid_terminal,-6.620966911315918,-8.14310139134375,1.522134480027832
B0_D2,native,36,1,1,0,0,1,verified,-8.595175743103027,-8.724391128,0.12921538489697326
B0_D2,native,37,1,1,0,1,0,not_converged,-1.9226922988891602,-1.952378300000003,0.029686001110842852
B0_D2,native,38,1,1,0,0,1,verified,-4.493135452270508,-4.709098998333333,0.21596354606282553
B0_D2,native,39,1,0,0,0,0,invalid_raw,,-5.915836890166664,
B0_D2,native,40,0,0,0,0,0,invalid_raw,,-3.802641151785714,
B0_D2,native,41,1,1,0,1,1,verified,-1.8950022459030151,-1.9542531603125,0.05925091440948482
B0_D2,native,42,1,1,0,0,0,invalid_terminal,-5.460203170776367,-6.512465919583322,1.052262748806955
B0_D2,native,43,1,0,0,0,0,invalid_raw,,-5.850719717335528,
B0_D2,native,44,1,1,0,0,0,not_converged,7.8563690185546875,-3.8430903599999997,11.699459378554687
B0_D2,native,45,1,0,0,0,0,invalid_raw,,-4.496251316499999,
B0_D2,native,46,1,1,0,1,0,not_converged,-5.414113998413086,-5.469567920625,0.05545392221191392
B0_D2,native,47,1,0,0,0,0,invalid_raw,,-6.545346556145834,
B0_D2,native,48,1,1,0,1,0,not_converged,-4.689937114715576,-4.763740613333333,0.0738034986177567
B0_D2,native,49,1,1,0,0,1,verified,-6.71095085144043,-7.562665890961545,0.8517150395211157
B0_D2,native,50,1,0,0,0,0,invalid_raw,,,
B0_D2,native,51,0,0,0,0,0,invalid_raw,,-5.630959203772728,
B0_D2,native,52,1,0,0,0,0,invalid_raw,,-5.38968762125,
B0_D2,native,53,1,0,0,0,0,invalid_raw,,-7.945187599499943,
B0_D2,native,54,1,1,0,0,0,invalid_terminal,-3.5837135314941406,-4.403268771363637,0.8195552398694961
B0_D2,native,55,0,1,0,0,1,verified,-4.062875270843506,-4.385677031632107,0.3228017607886011
B0_D2,native,56,1,0,0,0,0,invalid_raw,,-6.638178890405793,
B0_D2,native,57,1,0,0,0,0,invalid_raw,,-3.5378374575,
B0_D2,native,58,1,0,0,0,0,invalid_raw,,-4.18185644125,
B0_D2,native,59,1,1,0,0,1,verified,-6.191134929656982,-6.3229868864285725,0.13185195677159012
B0_D2,native,60,1,0,0,0,0,invalid_raw,,-5.191991573968254,
B0_D2,native,61,1,0,0,0,0,invalid_raw,,-4.038829385555556,
B0_D2,native,62,1,0,0,0,0,invalid_raw,,-6.903119146406251,
B0_D2,native,63,1,1,0,1,0,not_converged,-2.506143808364868,-2.5408712575,0.03472744913513193
B0_D2,native,64,1,0,0,0,0,invalid_raw,,-5.7862076692499995,
B0_D2,native,65,1,0,0,0,0,invalid_raw,,-8.734052461000001,
B0_D2,native,66,1,1,0,0,0,not_converged,-8.78686237335205,-9.018776336000009,0.23191396264795827
B0_D2,native,67,1,0,0,0,0,invalid_raw,,-6.857098430624999,
B0_D2,native,68,1,0,0,0,0,invalid_raw,,-6.4088391155,
B0_D2,native,69,1,1,0,0,1,verified,-4.742491245269775,,
B0_D2,native,70,1,0,0,0,0,invalid_raw,,-6.724726695277777,
B0_D2,native,71,1,1,0,1,1,verified,-6.066330432891846,-6.133645338717951,0.06731490582610533
B0_D2,native,72,1,0,0,0,0,invalid_raw,,-2.209365664125,
B0_D2,native,73,1,1,0,1,0,not_converged,-6.057840824127197,-6.14896511,0.09112428587280252
B0_D2,native,74,0,0,0,0,0,generation_failure,,,
B0_D2,native,75,1,1,0,0,0,not_converged,-6.4518022537231445,-6.86948376,0.4176815062768551
B0_D2,native,76,1,0,0,0,0,invalid_raw,,-9.3180580075,
B0_D2,native,77,1,1,0,0,0,not_converged,-7.251049995422363,-7.40158500625,0.1505350108276371
B0_D2,native,78,1,0,0,0,0,invalid_raw,,-5.773086189999989,
B0_D2,native,79,1,1,0,0,1,verified,-7.192737102508545,-7.878894665999999,0.6861575634914541
B0_D2,native,80,1,0,0,0,0,invalid_raw,,-3.493545871428571,
B0_D2,native,81,1,0,0,0,0,invalid_raw,,-4.2673970042499985,
B0_D2,native,82,1,0,0,0,0,invalid_raw,,-8.485476243249995,
B0_D2,native,83,1,1,0,0,0,not_converged,5.018540859222412,,
B0_D2,native,84,1,1,0,0,1,verified,-5.801596164703369,,
B0_D2,native,85,1,1,0,0,1,verified,-3.9104979038238525,-4.051094681666666,0.14059677784281366
B0_D2,native,86,1,1,0,0,0,not_converged,-6.310989856719971,-6.780431213666667,0.469441356946696
B0_D2,native,87,1,1,0,1,0,not_converged,-6.3758769035339355,-6.421737205,0.04586030146606479
B0_D2,native,88,1,0,0,0,0,invalid_raw,,-5.871281581470582,
B0_D2,native,89,1,0,0,0,0,invalid_raw,,-3.632177217777778,
B0_D2,native,90,1,0,0,0,0,invalid_raw,,-9.1413639178125,
B0_D2,native,91,1,0,0,0,0,invalid_raw,,-4.958693060937501,
B0_D2,native,92,1,1,0,1,0,not_converged,-7.076307773590088,-7.1039437025,0.027635928909911733
B0_D2,native,93,1,1,0,0,0,not_converged,7.017862319946289,-2.8910942266666666,9.908956546612956
B0_D2,native,94,1,0,0,0,0,invalid_raw,,-8.04555525951924,
B0_D2,native,95,0,0,0,0,0,invalid_raw,,-6.072915362631578,
B0_D2,native,96,1,0,0,0,0,invalid_raw,,-3.789418821519097,
B0_D2,native,97,0,0,0,0,0,invalid_raw,,-7.940270319230763,
B0_D2,native,98,1,1,0,1,0,not_converged,-10.547591209411621,-10.636418313333335,0.08882710392171411
B0_D2,native,99,1,1,0,0,0,not_converged,-2.937443256378174,-3.1105685842578126,0.17312532787963875
B0_D2,native,100,1,0,0,0,0,invalid_raw,,-6.005723295,
B0_D2,native,101,1,1,0,0,1,verified,-2.561332941055298,-4.3734802209999994,1.8121472799447016
B0_D2,native,102,1,1,0,0,1,verified,-3.6032497882843018,-3.788776815,0.1855270267156981
B0_D2,native,103,1,0,0,0,0,invalid_raw,,-7.65935502575,
B0_D2,native,104,1,0,0,0,0,invalid_raw,,-4.535984331029412,
B0_D2,native,105,1,0,0,0,0,invalid_raw,,-7.440291984583329,
B0_D2,native,106,1,1,0,0,0,not_converged,-7.93701171875,-8.085020394267245,0.14800867551724473
B0_D2,native,107,0,0,0,0,0,invalid_raw,,-4.486865391999999,
B0_D2,native,108,1,1,0,0,0,not_converged,-5.039603233337402,-6.328540503,1.2889372696625978
B0_D2,native,109,1,0,0,0,0,invalid_raw,,-7.745318409999998,
B0_D2,native,110,1,0,0,0,0,invalid_raw,,-7.29170594982143,
B0_D2,native,111,1,1,0,0,1,verified,-2.1396713256835938,-2.861575609903846,0.7219042842202521
B0_D2,native,112,1,0,0,0,0,invalid_raw,,-8.380616457222251,
B0_D2,native,113,1,0,0,0,0,invalid_raw,,-8.764925864999999,
B0_D2,native,114,1,0,0,0,0,invalid_raw,,-8.775034656093752,
B0_D2,native,115,0,1,0,0,0,not_converged,2.7578210830688477,-8.3743801625,11.132201245568847
B0_D2,native,116,0,0,0,0,0,invalid_raw,,-3.479068619375,
B0_D2,native,117,1,0,0,0,0,invalid_raw,,-7.740286122500001,
B0_D2,native,118,1,1,0,0,0,invalid_terminal,-6.6239519119262695,-9.849365099916671,3.2254131879904016
B0_D2,native,119,1,0,0,0,0,invalid_raw,,-8.289726508000001,
B0_D2,native,120,1,1,0,0,1,verified,-3.3669919967651367,-3.5660005975000004,0.1990086007348637
B0_D2,native,121,1,1,0,0,0,invalid_terminal,-1.4812750816345215,-6.086105460714286,4.604830379079765
B0_D2,native,122,1,0,0,0,0,invalid_raw,,-5.940439314444447,
B0_D2,native,123,1,0,0,0,0,invalid_raw,,-6.834619367222224,
B0_D2,native,124,1,0,0,0,0,invalid_raw,,-7.3775944704375025,
B0_D2,native,125,1,1,0,0,0,invalid_terminal,-5.210264205932617,-6.398109526666665,1.1878453207340476
B0_D2,native,126,1,1,0,1,0,not_converged,-5.831658840179443,-5.879291711666667,0.04763287148722384
B0_D2,native,127,1,0,0,0,0,invalid_raw,,-4.1208782742415355,
B0_D2,native,128,0,1,0,0,1,verified,-7.663423538208008,-8.499263851666667,0.8358403134586592
B0_D2,native,129,1,0,0,0,0,invalid_raw,,-5.6093164792307695,
B0_D2,native,130,1,1,0,0,1,verified,-1.596634864807129,-1.944070708125,0.34743584331787103
B0_D2,native,131,1,0,0,0,0,invalid_raw,,-5.27874586025,
B0_D2,native,132,1,1,0,0,0,not_converged,-3.897063970565796,-4.341222944242425,0.44415897367662893
B0_D2,native,133,0,1,0,0,0,invalid_terminal,-4.208024024963379,-8.283025118076925,4.075001093113546
B0_D2,native,134,1,1,0,1,1,verified,-3.6021344661712646,-3.690115826608392,0.08798136043712734
B0_D2,native,135,1,1,0,1,0,not_converged,-7.335508346557617,-7.4101133275,0.07460498094238321
B0_D2,native,136,1,0,0,0,0,invalid_raw,,-9.086374506015627,
B0_D2,native,137,1,1,0,1,0,not_converged,-3.260974884033203,-3.3255577897222226,0.06458290568901948
B0_D2,native,138,1,0,0,0,0,invalid_raw,,-5.985514178847229,
B0_D2,native,139,1,1,0,1,0,not_converged,-6.84803581237793,-6.926639417500001,0.07860360512207087
B0_D2,native,140,0,1,0,1,0,not_converged,-4.924479961395264,-4.989444045,0.06496408360473627
B0_D2,native,141,0,0,0,0,0,invalid_raw,,-5.5482818012857145,
B0_D2,native,142,1,0,0,0,0,invalid_raw,,-8.562077407569447,
B0_D2,native,143,1,0,0,0,0,invalid_raw,,-7.708868977374998,
B0_D2,native,144,1,1,0,0,0,invalid_terminal,-5.304564952850342,-6.331120033999999,1.0265550811496569
