sample_idx,group_id,formula,N,arity,reference_native:reconstructed,reference_native:novel,reference_native:unique_representative,reference_native:novel_unique,reference_native:terminal_verified,reference_native:strict_stable,reference_native:meta_stable,reference_native:strict_sun,reference_native:meta_sun,reference_native:verified_strict_sun,reference_native:verified_meta_sun,reference_native:terminal_status,reference_native:official_hull_status,reference_native:e_above_hull_eV_atom,reference_tau:reconstructed,reference_tau:novel,reference_tau:unique_representative,reference_tau:novel_unique,reference_tau:terminal_verified,reference_tau:strict_stable,reference_tau:meta_stable,reference_tau:strict_sun,reference_tau:meta_sun,reference_tau:verified_strict_sun,reference_tau:verified_meta_sun,reference_tau:terminal_status,reference_tau:official_hull_status,reference_tau:e_above_hull_eV_atom,k4_native:reconstructed,k4_native:novel,k4_native:unique_representative,k4_native:novel_unique,k4_native:terminal_verified,k4_native:strict_stable,k4_native:meta_stable,k4_native:strict_sun,k4_native:meta_sun,k4_native:verified_strict_sun,k4_native:verified_meta_sun,k4_native:terminal_status,k4_native:official_hull_status,k4_native:e_above_hull_eV_atom,k4_tau:reconstructed,k4_tau:novel,k4_tau:unique_representative,k4_tau:novel_unique,k4_tau:terminal_verified,k4_tau:strict_stable,k4_tau:meta_stable,k4_tau:strict_sun,k4_tau:meta_sun,k4_tau:verified_strict_sun,k4_tau:verified_meta_sun,k4_tau:terminal_status,k4_tau:official_hull_status,k4_tau:e_above_hull_eV_atom,k8_native:reconstructed,k8_native:novel,k8_native:unique_representative,k8_native:novel_unique,k8_native:terminal_verified,k8_native:strict_stable,k8_native:meta_stable,k8_native:strict_sun,k8_native:meta_sun,k8_native:verified_strict_sun,k8_native:verified_meta_sun,k8_native:terminal_status,k8_native:official_hull_status,k8_native:e_above_hull_eV_atom,k8_tau:reconstructed,k8_tau:novel,k8_tau:unique_representative,k8_tau:novel_unique,k8_tau:terminal_verified,k8_tau:strict_stable,k8_tau:meta_stable,k8_tau:strict_sun,k8_tau:meta_sun,k8_tau:verified_strict_sun,k8_tau:verified_meta_sun,k8_tau:terminal_status,k8_tau:official_hull_status,k8_tau:e_above_hull_eV_atom,g_native:reconstructed,g_native:novel,g_native:unique_representative,g_native:novel_unique,g_native:terminal_verified,g_native:strict_stable,g_native:meta_stable,g_native:strict_sun,g_native:meta_sun,g_native:verified_strict_sun,g_native:verified_meta_sun,g_native:terminal_status,g_native:official_hull_status,g_native:e_above_hull_eV_atom,g_tau:reconstructed,g_tau:novel,g_tau:unique_representative,g_tau:novel_unique,g_tau:terminal_verified,g_tau:strict_stable,g_tau:meta_stable,g_tau:strict_sun,g_tau:meta_sun,g_tau:verified_strict_sun,g_tau:verified_meta_sun,g_tau:terminal_status,g_tau:official_hull_status,g_tau:e_above_hull_eV_atom
39,eval:39,Si2AsBaTl,5,4,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2378935004234215,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.24474994192122423,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2195362235069176,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.13795701513289416,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,9.944223322963705,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1379646445274254,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.18619100103377306,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.15356771001814806
40,eval:40,O6Sr2InTa,10,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.12701371577661114,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.05123046306054668,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.3483825054494627,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.05113509562890606,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2274728145925291,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.05121949580590801,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11572411921899395
41,eval:41,In3Pr3Tl3,9,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,8.84382437273397,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1065492491377773,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6227717260970058,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.02439259096516988,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.3045310835493984,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.10198424860371968,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,8.789973245109458,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0732235769881191
42,eval:42,H3N2Br,6,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.9437741749022077,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3109120838377546,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,1.0330957882139753,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.29778475687242256,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,1.0221561901304792,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.31003518030381905,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3209690563414167,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3228153698179792
43,eval:43,O8Eu4,12,2,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08814791892334028,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09111193869873091,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5851247713403325,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.0491483614282231,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.21837500785156294,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09190921042724653,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.0192792818383793,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09085444663330122
44,eval:44,Li2P4FeTe,8,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.318440696029052,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.27412058952270435,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.24315907600341724,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2763068878930657,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3507268631738274,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2505371773522942,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.31995751502929615,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.26855017784057544
45,eval:45,S4Nb2Ag2,8,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17609508514444983,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2665720748905436,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.4603791999820963,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14684446334879553,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.3764510917667643,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14684923172037756,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.4062815475467936,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1757107543949381
46,eval:46,Bi6Th2,8,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,7.698618599190674,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.00453024266723645,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.18986529947753894,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.015453151450195435,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,5.64042396189209,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.0044620549536134035,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.702736564888916,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.004464439139404419
47,eval:47,F6K2YIn,10,4,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0988370208420788,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17516625210428582,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09244644924784051,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17500126644754754,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09970438763285028,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17513430401468622,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1748276977219616,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.17510426327371942
48,eval:48,Li2O8Fe2Rh2,14,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,4.768871142340261,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.10266430563982176,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.8229230184083764,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06611139960344481,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.0142234105592554,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.10264523215349364,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.10314734168108153
49,eval:49,C2K2Lu2,6,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.8121642800253248,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.5764951439779615,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,1.0674462052267408,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.7357053490560865,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.9497127266805983,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.5764932366293287,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.3877978058737135,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.8716335030477858
50,eval:50,N2Mg2S,5,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.563139417527263,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5633649615030931,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.5650272158365892,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.48844955241495835,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.5609621790629076,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,1.214525201676433,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.4885310915690111
51,eval:51,B4Rh4Dy2,10,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.14966768785547124,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06550116106103765,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.07060379549096929,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.0336118264572729,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.034212537251223196,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0654782728774439,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06538338228296148
